duration,rms_mean,rms_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,chroma_std_mean,label,source
0.18875,0.0888571,0.028370164,282.5823011482582,794.0968315161374,0.0013753673,0.0011307565789473685,-541.1392,135.46155,60.01093,30.334143,21.754354,13.879404,4.6424365,3.3020875,7.5039554,9.695025,8.980598,6.5732627,2.65539,0.0963521,sb,AS_1
0.2621875,0.060655996,0.031779274,231.9743025609199,747.1210899458214,0.00014706956,0.004087094907407407,-553.38544,135.82185,73.57104,32.197517,16.47687,14.923357,15.845542,15.272904,13.183071,11.281742,10.284059,10.919169,12.354949,0.13300256,mb,AS_1
0.142,0.10690585,0.03793891,322.6602967462588,894.652944196445,0.00052617566,0.0016276041666666667,-486.803,123.26322,66.866066,40.193226,21.298677,12.629025,7.533555,4.338911,2.69813,2.851323,4.2503085,5.0197277,4.9059443,0.075438015,sb,AS_1
0.1365625,0.03643548,0.0060389824,443.4813982830137,1168.0707902425659,0.00057948387,0.002650669642857143,-518.46765,133.02608,54.772957,19.074347,8.290671,7.8906946,4.699783,1.4397354,3.8212833,10.631826,15.277098,10.828695,7.4493093,0.0685518,sb,AS_1
0.1100625,0.04480483,0.01362873,463.7497724249888,1088.7289543047343,0.001504111,0.0013020833333333333,-525.8905,134.63852,52.917927,29.954826,25.932777,16.64953,2.3486192,-3.7631428,-0.8976783,1.8069991,1.8942567,2.3235874,5.6430526,0.10583782,sb,AS_1
0.1598125,0.082260504,0.03402298,211.13912873600924,725.0372967430255,5.8833066e-05,0.0006103515625,-536.40656,146.68895,78.15701,37.784683,16.912844,7.0113044,-0.45107257,-2.9442866,-0.6110089,2.4704826,2.5932486,0.7619213,-0.5673146,0.06412662,mb,AS_1
0.125625,0.015902963,0.0033866,556.3130853882822,1214.846764829031,0.0016239171,0.006159855769230769,-546.80963,140.4776,54.39457,24.088894,19.764088,13.586182,-0.66462296,-4.9269953,0.36501172,4.1935062,5.2402267,3.3670518,-1.2043059,0.14635389,sb,AS_1
0.123125,0.13321818,0.051872384,271.6415088918821,583.5415824586419,0.00013301003,0.0030799278846153845,-458.4516,195.2569,55.238403,-0.20170432,6.4073277,8.237873,-1.2735907,-1.3005649,2.5392954,2.7414563,4.442018,7.747188,6.0779066,0.10856531,sb,AS_1
0.57975,0.061614268,0.034271773,242.27440208663876,682.0886640510923,6.163654e-05,0.004428205818965517,-535.38245,174.94058,81.70753,23.626522,5.015123,-3.301341,-8.742477,-2.5726829,9.535079,14.769118,12.557245,7.6104565,0.66837764,0.17218657,h,AS_1
0.089625,0.03218027,0.0038304594,418.95669630334316,1067.2401575759375,0.0005164021,0.005859375,-511.96658,141.28227,63.598747,33.047943,17.473793,9.539685,3.5205467,2.3199759,5.755544,7.2595696,5.419218,1.02878,-0.5666911,0.21260889,sb,AS_1
0.2785625,0.04256827,0.021225125,372.69048245736474,881.5091112519664,0.00053785753,0.005719866071428571,-527.3778,171.35948,39.6911,0.13911574,9.086831,6.1902094,1.5047201,10.667898,14.117563,8.7687845,8.622775,6.0355554,1.5270126,0.18380253,sb,AS_1
0.2785625,0.028417898,0.017733997,422.8343661088958,944.7913900854658,0.0005062811,0.009521484375,-541.51587,160.4072,52.9817,23.314785,12.19436,2.4861858,-10.136709,-10.740144,6.3223634,14.655795,12.176569,3.9864562,1.454817,0.23931648,mb,AS_1
0.158375,0.1185137,0.027889352,239.2601376167999,733.8547692395734,0.00018347232,0.0025634765625,-506.7113,137.84962,61.35721,26.557156,14.585657,10.248926,5.7151127,6.5793514,9.665361,10.59127,11.561733,12.047378,7.352227,0.055018425,sb,AS_1
0.1365625,0.10013859,0.03429299,289.06044621838254,733.141376612746,0.00019342029,0.0029994419642857145,-503.08774,158.31218,74.09599,38.43606,22.52966,9.403701,-3.4677808,-6.708271,-2.7442508,0.46150255,1.2705481,4.5378523,7.1915183,0.12906606,sb,AS_1
0.1146875,0.052238207,0.016941031,423.16715532127347,988.7262597806754,0.00063020363,0.0029296875,-503.0348,152.3596,71.17255,32.866177,14.439044,5.547705,-0.076927505,-1.0765343,-0.17690273,0.49036443,3.168616,3.278814,1.1541237,0.11121482,sb,AS_1
0.10925,0.033572014,0.0042693336,511.0173448792641,1140.3920720571673,0.001149147,0.0015092329545454545,-498.09766,148.71767,61.026722,23.53178,9.424011,7.858119,7.0758686,4.5372496,2.6264734,1.8811554,4.0270324,1.1900449,0.42171,0.1029188,sb,AS_1
0.1365,0.050506372,0.020223219,512.2130371015411,1047.1324879095068,0.00089106435,0.006766183035714286,-483.76492,160.22694,62.5311,24.680904,15.464964,7.7911906,-3.4467142,-6.6681705,-3.6774535,1.4509056,2.7874434,5.329417,3.5748184,0.13452946,sb,AS_1
0.1038125,0.10089355,0.025267642,386.5249084791685,992.8250083679978,0.0009217379,0.001065340909090909,-470.33182,127.68234,56.35481,31.621056,18.175772,11.999555,6.4891124,3.8125808,3.601249,5.0015316,7.1565185,7.856677,6.371214,0.050563317,sb,AS_1
0.1365625,0.055820856,0.021148408,310.03910772227755,860.1256186183501,0.00023963816,0.004185267857142857,-529.6888,167.53465,63.579643,20.949036,12.609251,7.7483797,4.9946795,4.2063966,6.3510604,4.157313,4.1324573,2.105399,1.4067355,0.09777812,sb,AS_1
0.1161875,0.048221823,0.02459376,464.7011652618872,1033.8687676777774,0.0010982285,0.004231770833333333,-497.72607,158.31702,67.47474,30.280508,17.319757,4.6748424,-5.807199,-5.3461933,0.96554714,0.6564729,1.0171841,2.141556,1.2599512,0.11427117,sb,AS_1
0.1038125,0.01761015,0.003770593,466.8438742920529,1153.5687262930503,0.0005307827,0.002752130681818182,-549.517,144.18593,61.850998,24.992903,10.887542,6.014906,3.1170092,0.67258716,4.799748,7.2886477,8.917013,7.053601,4.9765744,0.090958275,sb,AS_1
0.2785625,0.044595245,0.034086045,394.6085945244001,832.5354663650863,0.00038370048,0.009730747767857142,-514.5973,189.64261,81.95728,23.95016,5.363243,-1.6403316,-5.3516736,-5.716859,-2.677093,2.6533382,8.506186,7.9005737,1.0732601,0.20306747,mb,AS_1
0.1146875,0.053808216,0.026200883,420.3265598772103,988.6543647400716,0.0004061604,0.00341796875,-460.4695,161.22441,36.740505,18.804188,24.372423,14.714954,-2.001585,-4.4235516,4.4431777,5.2713666,5.4854684,11.678917,6.7921195,0.12812473,sb,AS_1
0.1310625,0.053939167,0.022957653,330.54210457317623,803.0831443919,0.00024150683,0.002650669642857143,-486.62912,185.07365,39.38258,15.35634,22.06684,9.357819,-3.4152439,-5.3822184,5.2391653,7.69347,5.20244,11.5875845,10.517671,0.1900252,sb,AS_1
0.163875,0.0236991,0.0059106736,496.8070391789651,943.2379175196061,0.0020087243,0.013901654411764705,-503.92407,184.54536,46.612907,9.490678,13.692119,6.297455,-8.4974165,-6.331642,5.0289845,7.991046,8.245291,10.928306,6.8875966,0.15206185,sb,AS_1
0.46975,0.07190063,0.023359537,246.9770314343489,723.4189034965439,0.0003647973,0.0030127992021276597,-524.74506,161.45923,60.46152,23.027353,18.15909,9.142598,-1.8118111,-3.3240697,2.9583302,6.2403545,7.4330745,9.374207,6.3275027,0.13547088,mb,AS_1
0.1365,0.12122661,0.036623623,341.2425927610032,889.318912334776,0.00062149455,0.0006975446428571429,-458.7527,148.24142,49.620575,21.600315,20.078363,11.159888,-4.389207,-4.3818636,5.419113,9.266287,8.074897,8.204428,6.555121,0.061509278,sb,AS_1
0.1310625,0.07081263,0.019114424,337.38419757410037,905.2613535541803,0.0009520535,0.0007672991071428571,-509.33994,143.71573,58.309994,21.760511,10.180474,8.196256,4.672626,1.6323159,3.0481415,8.465666,12.455321,12.115973,7.213207,0.09858361,sb,AS_1
0.1365,0.1264486,0.027748533,282.14902000801675,757.9420085300862,0.0003275744,0.00244140625,-484.57535,157.79233,67.85856,20.83255,4.511958,3.084184,-1.8925425,-6.97783,-2.653341,8.310202,14.2592535,11.001272,5.3359375,0.10747453,sb,AS_1
0.2239375,0.061607085,0.029021345,442.04916132923364,786.5115157895669,0.0003792693,0.024031929347826088,-499.0652,191.10449,67.73529,11.707721,3.973587,-0.7640659,-11.431482,-12.956211,2.4672098,16.470678,21.145496,10.279956,-2.3488603,0.33431903,sb,AS_1
0.213,0.108046934,0.042642243,319.43814685211544,831.7854770930335,0.0013241479,0.0007102272727272727,-508.37518,126.83965,63.268173,31.656502,17.609247,11.486318,4.824247,2.1298914,4.578015,8.350071,9.917941,8.82355,5.9311113,0.042849805,mb,AS_1
0.1365625,0.095902026,0.02634251,428.68329986658506,1011.1276412019826,0.0016707872,0.0008370535714285714,-437.0809,131.62888,48.366966,22.538631,17.901777,12.648847,2.5996475,2.2943158,7.5991564,7.896294,5.8180423,7.942599,9.379546,0.06767879,sb,AS_1
0.1310625,0.2255976,0.034256555,290.59790975966706,758.9978665370224,0.0002852291,0.0035574776785714285,-421.8038,139.66292,63.95031,27.600847,7.4606104,0.39377132,-2.506522,-0.025031703,6.548618,12.255508,13.50939,11.087755,6.9400477,0.07392226,sb,AS_1
0.1856875,0.07173655,0.016807422,379.23862819522157,810.550044134066,0.00095087034,0.006373355263157895,-475.87314,186.3054,57.5724,19.133305,16.943184,1.3795506,-12.209097,-6.6836767,4.5872655,8.134662,9.139295,8.453079,3.2656667,0.20570628,sb,AS_1
0.1474375,0.038926892,0.01312767,381.0512994945194,911.0838740408349,0.0006454714,0.0031901041666666666,-519.72894,172.76826,49.95442,12.343654,13.846091,5.2308884,-5.954364,-6.841879,1.423254,5.0561996,7.4836774,9.4208765,6.748414,0.13706094,sb,AS_1
0.4571875,0.06680789,0.026115658,208.80283418071897,659.1111090903775,0.00014004581,0.004203464673913043,-548.70917,161.07483,87.168884,35.089256,12.245365,2.4086607,-3.0519536,-0.7095184,6.1458406,9.07704,7.9544544,6.523492,4.258244,0.20367801,mb,AS_1
0.125625,0.027626205,0.010479991,470.38665859694044,1127.1653485977067,0.001286426,0.007061298076923077,-554.41156,133.35704,61.090786,27.816702,12.041347,4.158011,-1.9654262,-4.7840586,2.2900467,6.2798166,4.88446,5.5635614,5.1177106,0.108326495,sb,AS_1
0.1201875,0.10166346,0.051200025,390.87475922319766,972.4115832567934,0.0011879244,0.0009014423076923077,-469.9434,129.39757,58.00185,28.595858,13.712861,9.828259,5.3181944,1.5501902,1.9714423,5.6179733,8.583172,7.6945415,4.7393494,0.07220072,sb,AS_1
0.0983125,0.06744986,0.019009838,415.9561667786614,1070.9570246425997,0.00041610087,0.004296875,-471.61475,135.96866,59.281494,29.883091,11.904794,1.5776494,-3.9741516,-2.0480764,4.2856092,11.454929,14.190229,12.764895,8.548098,0.090280734,sb,AS_1
0.125625,0.05592172,0.019174365,492.31656340060607,1057.3895970789572,0.0015176854,0.0008263221153846154,-491.00394,155.66798,50.184334,0.3284585,-6.9018865,-1.586665,-4.3975797,-10.72409,0.8984461,16.008888,23.487673,18.50508,12.118798,0.17472123,sb,AS_1
0.344125,0.09504992,0.038395986,252.3697665747233,669.909042643778,0.0002951709,0.003794642857142857,-496.4936,158.3428,76.67958,23.310492,7.164732,11.042801,8.518021,-1.7563326,-6.110552,0.59859467,8.353158,7.927929,1.8184099,0.15902491,mb,AS_1
0.191125,0.045207713,0.018576536,346.59122292908916,976.8054236183282,0.0008292041,0.002978515625,-562.0096,134.20065,58.22056,19.944958,8.536692,12.193286,8.732401,2.2279994,5.927243,10.685568,14.661346,9.200403,3.6315186,0.06693307,sb,AS_1
0.3113125,0.07078163,0.032132585,335.34427731500966,783.7480024031909,0.000700162,0.0047607421875,-513.5105,162.49217,67.86977,13.020334,-1.4179633,-0.7637758,-5.162862,-7.786825,0.20387214,11.944891,16.220886,11.514858,6.0004168,0.19524264,mb,AS_1
0.5680625,0.06398104,0.029132694,230.34854787698836,629.9780922486673,6.911679e-05,0.005345394736842105,-526.9036,178.36581,92.24197,27.991705,2.119359,-2.271716,-0.7682185,4.10886,9.381174,9.753919,6.1694245,2.9439592,-0.15856494,0.18263943,h,AS_1
0.1856875,0.04641022,0.02174936,333.18238831622705,911.1355588666523,0.00058690243,0.006167763157894737,-544.78577,161.76341,68.590225,23.240513,18.23176,17.98866,6.9821553,-1.612021,4.9815054,6.1149964,5.109085,5.7412925,5.4165697,0.10547436,sb,AS_1
0.146125,0.032810085,0.019596307,479.9098718999552,1125.4973200113895,0.001199853,0.004361979166666667,-532.819,139.93031,43.743298,17.324493,18.175892,10.954299,-0.13844083,2.4045029,9.312132,8.9579735,8.722625,9.486608,8.314683,0.15987353,sb,AS_1
0.25675,0.024436496,0.009384706,378.33380693423635,1032.2541335826013,0.0010031587,0.00634765625,-578.2359,143.65358,73.64947,27.705889,9.2430935,4.6044827,5.9244604,4.622559,8.605969,13.281647,15.342271,12.845159,6.2823544,0.14944445,mb,AS_1
0.6390625,0.06685967,0.051066183,247.1837003352668,732.5646383911586,0.000248712,0.0041046142578125,-513.6797,130.57234,70.93527,33.7324,17.813656,7.9973016,1.1124785,0.8689248,2.9353747,4.051342,5.9783683,7.450674,5.172533,0.13854647,mb,AS_1
0.3605,0.08178475,0.028785557,225.16423007199612,739.9117728156405,0.00026612676,0.002586570945945946,-525.5874,144.17242,55.221813,23.523563,23.06902,14.053013,-1.8058847,-2.6881232,7.628219,10.862806,7.5853624,8.028261,8.190363,0.10744816,mb,AS_1
0.1201875,0.028932594,0.01394547,555.8300252109528,1027.2078556667786,0.0017522072,0.007211538461538462,-491.1719,180.72346,47.455994,17.127945,13.900445,-2.621555,-10.001016,-5.0753193,2.0022168,6.4197683,7.083023,5.387472,4.511057,0.18488014,sb,AS_1
0.375625,0.032209437,0.023868704,394.11929081421323,1015.835200767325,0.00024601826,0.007375616776315789,-549.6037,154.51453,57.20134,14.199839,9.582807,-0.23925705,-11.287508,-11.073639,4.2518005,12.742287,12.648622,11.514562,10.445908,0.15099525,mb,AS_1
0.1365,0.0685339,0.026927376,402.6621917964106,823.2554178355183,0.00053377956,0.005161830357142857,-481.27637,188.20276,77.91715,22.536406,5.3349566,0.22363928,-8.9379635,-9.847192,0.59009826,8.598803,6.3726726,1.3362011,1.4391248,0.20166878,sb,AS_1
0.2294375,0.05933234,0.0139350165,259.8775925838947,805.7597326362069,0.0002096837,0.001358695652173913,-550.43286,150.04807,60.096092,21.899092,9.44091,1.2486225,-2.6064527,-2.304149,3.7007184,7.083208,12.235748,12.194699,8.521713,0.057835262,mb,AS_1
0.2895,0.14503606,0.037687615,187.57884204722805,552.9319324006718,0.00031012553,0.0012122844827586207,-492.09045,159.91234,82.38713,27.214598,2.4561462,-1.1471375,1.0968353,6.2887564,13.948535,18.783745,16.450539,10.353953,6.454462,0.12340787,mb,AS_1
0.437,0.050722513,0.020587377,284.0147307601023,795.8575626606888,0.0009860599,0.002530184659090909,-555.5518,164.8563,70.03895,15.469803,2.1869648,0.51247996,-2.7932818,-2.782197,5.333949,11.136697,13.48017,8.50511,5.5315847,0.10608102,mb,AS_1
0.18025,0.08581891,0.023734901,343.56696005527175,809.1827173452745,0.00044191992,0.003700657894736842,-482.2319,164.94833,65.56924,22.836763,10.961235,-0.8820026,-13.997896,-9.296537,5.0341516,10.543039,8.568766,8.3399105,6.7709713,0.101537265,sb,AS_1
0.1365625,0.03059471,0.014854121,336.0231803348393,941.1261050362689,0.00016844421,0.0017438616071428572,-566.23553,162.28775,66.70604,18.443552,7.659301,6.985234,1.8126945,-3.0831165,5.1084743,9.473895,7.996944,5.6169753,3.04417,0.12741815,sb,AS_1
0.1529375,0.054758057,0.013496687,439.64784449273384,1038.9648058924101,0.0007237813,0.00311279296875,-474.91495,153.4184,52.99195,15.738337,10.559701,7.6284833,-2.4561203,-3.5924075,4.154828,10.144722,10.235558,8.963855,9.159681,0.059295278,sb,AS_1
0.196625,0.036052704,0.010528971,368.570630462625,836.0290586090075,0.0002825213,0.0080078125,-532.0653,188.43507,56.170918,4.1091304,5.596708,-0.22182879,-9.236933,-8.247454,6.166814,12.430543,11.422796,7.644291,6.2897043,0.1879682,mb,AS_1
0.1748125,0.070938125,0.023225164,349.36916030889915,679.3998477979709,0.0002585018,0.008083767361111112,-482.76968,215.94063,61.886345,8.598766,11.1657505,4.85508,-7.7080483,-9.057786,0.91929096,5.6631403,5.8060727,4.394201,4.972152,0.15114398,sb,AS_1
0.1201875,0.120849095,0.044137925,389.1216498307195,929.1668302624222,0.0008115608,0.001201923076923077,-452.90076,149.59071,63.301598,29.984312,20.54009,18.353237,9.523946,2.0311623,1.3357835,3.555002,4.987941,4.9787755,3.5334218,0.12832737,sb,AS_1
0.2566875,0.08194442,0.03262797,212.4039432141309,648.65397012804,8.544671e-05,0.0025916466346153845,-538.7119,174.88486,78.624626,18.611116,4.6618533,4.927963,0.6577769,-1.7916229,2.739409,6.645763,7.383906,7.3844805,7.552543,0.12972744,mb,AS_1
0.1856875,0.07862085,0.028948449,386.9459022870316,828.541946558805,0.00081710686,0.003135279605263158,-475.53284,182.30295,51.156525,9.554304,3.975992,-5.0428424,-11.674758,-4.8095636,7.355198,10.117185,8.714775,9.038307,9.445813,0.09866098,mb,AS_1
0.125625,0.074297495,0.014067403,552.4330934411754,1029.7336471286173,0.0011859919,0.004807692307692308,-410.22656,188.19775,46.75253,3.1908023,9.512418,7.818448,-4.852733,-1.8080088,10.224223,7.1308846,4.4756713,8.285626,8.39459,0.09854003,sb,AS_1
0.142,0.12724647,0.026737256,378.7230633987599,910.7084972793389,0.0009078208,0.00078125,-447.83926,142.30702,48.237717,11.798902,6.792624,9.359504,4.9752865,2.5802753,4.7005463,7.64682,9.103365,9.503888,8.374112,0.042619612,sb,AS_1
2.3761875,0.08610906,0.040594105,287.4937703422653,492.0237815560991,0.00015495351,0.013323102678571428,-450.66562,182.78937,94.65582,30.446339,2.3010669,-9.1325,-19.445372,-21.995886,-13.776852,-3.2129984,3.0685995,3.5202303,0.70177937,0.23406057,h,AS_1
0.1201875,0.16125347,0.09362529,430.75190919797257,745.0419737133453,0.000714239,0.008188100961538462,-337.95538,180.58461,45.416286,28.492962,8.510572,3.6797345,-12.378697,-14.036207,-6.8382974,-4.1681647,7.2301416,5.102732,-1.9234521,0.18480252,sb,AS_1
0.125625,0.08683702,0.035691142,341.5878726101343,641.8668411091629,0.0002898725,0.01239483173076923,-448.375,225.77065,77.67297,10.857045,2.946428,4.7643223,-5.5043087,-15.029245,-9.67164,-1.8740122,1.1950597,2.4092517,4.3496323,0.10489636,sb,AS_1
0.1146875,0.09031407,0.015260059,330.4665443566261,657.3915804931628,0.00014440353,0.005533854166666667,-430.25784,218.171,68.481834,18.814615,9.922466,-3.3829412,-16.08423,-15.6790085,-7.2976265,0.23210962,4.636462,4.953838,2.3250115,0.10161706,sb,AS_1
0.1046875,0.08679432,0.023947587,423.9633539851642,716.9754975636477,0.0002638618,0.004527698863636364,-419.63474,226.22894,44.0996,1.1964818,14.498585,4.246806,-14.690469,-14.8294,-0.39737996,2.4589489,2.048423,4.773524,3.4935334,0.075492986,sb,AS_1
1.0705,0.08524108,0.04311494,316.6073407755283,585.4203738105722,0.000104457686,0.008761935763888888,-434.1205,208.36288,47.350193,1.407187,15.051386,10.921175,-8.2696905,-14.125951,-5.5798407,4.1030564,8.920498,9.509044,4.286338,0.1604942,mb,AS_1
0.5735,0.10201097,0.0278529,282.3703238314327,531.0952280761333,0.00014172182,0.014480064655172414,-468.6188,210.17354,83.09284,30.59704,20.915556,1.3086549,-18.58127,-18.273106,-9.291447,-3.5040221,1.2037891,5.159863,4.621568,0.2631847,h,AS_1
0.4300625,0.15500917,0.08060342,348.45566757129143,706.1078053908284,0.000304258,0.006525213068181818,-359.1663,185.49176,48.633812,15.3887205,11.930576,9.918323,-2.286233,-6.896218,-0.4220587,5.530578,4.9442415,5.2867026,3.757466,0.14321119,mb,AS_1
0.3004375,0.066227324,0.024253286,349.3160621677935,674.9715815697914,0.00066716486,0.006678427419354839,-468.37653,224.10399,60.462902,-0.64880615,5.8886476,5.9641,-1.6438984,0.08461227,6.7965713,5.600418,4.608922,5.105596,3.5643306,0.14798096,mb,AS_1
0.1310625,0.11234724,0.051641922,409.56091163338897,786.6254167832722,0.0005528399,0.005859375,-393.99188,211.94618,47.756714,17.525677,14.690363,-1.6970218,-4.6809354,-1.4561243,1.3083485,9.427015,10.505662,5.78143,3.6014597,0.15643217,sb,AS_1
0.3605,0.07781003,0.031218251,315.06349446597125,640.7323433858463,0.00014055888,0.0064928209459459455,-473.97314,205.82922,67.545975,12.29201,11.657486,7.2937317,-6.70598,-11.470505,-5.0739417,3.184819,6.8597593,5.902155,2.9888263,0.16432555,mb,AS_1
0.1173125,0.047752958,0.020874223,623.2424133930432,1083.2233578518035,0.0019497621,0.007161458333333333,-433.2329,181.13216,37.369793,1.2007803,14.92026,13.2761755,-6.43728,-7.700683,8.321018,12.394578,7.3010406,8.579745,7.1214867,0.09474569,sb,AS_1
0.1146875,0.06708748,0.02832547,464.87571754666624,1045.685156951442,0.0008601248,0.0023600260416666665,-455.65714,164.02922,44.58794,11.823402,17.97856,14.198433,-0.09283932,-0.9008112,4.9975753,6.61019,5.060603,5.1450515,6.003197,0.08641201,sb,AS_1
0.1365625,0.07378982,0.025867648,465.04657410705346,885.3802920348523,0.0026827673,0.00830078125,-458.86957,184.3331,50.123005,6.283558,10.649658,11.884817,-0.36860362,-7.3664093,-3.4834857,4.0961905,7.8189445,5.043017,1.1867067,0.13009666,sb,AS_1
0.24575,0.04343689,0.007257986,409.12663511780636,785.4855593837924,0.0009729207,0.01109375,-479.58185,205.0314,62.75419,4.4273763,5.4179626,3.8251638,-8.394942,-11.347879,-0.832617,5.2842836,7.0115666,2.4602594,0.725036,0.17939611,mb,AS_1
0.3823125,0.09859944,0.06380757,313.5690836210319,630.0817425892027,0.0001776286,0.007562099358974359,-440.39758,198.4858,57.944656,11.03138,11.279316,12.339079,-0.7312129,-10.143147,-4.354924,4.637753,4.570765,4.602357,4.350599,0.18542297,mb,AS_1
0.312,0.07326327,0.04462701,359.90169980365073,653.4510746402724,0.00014686986,0.00909423828125,-473.4172,214.23354,73.67059,12.259682,-3.1557298,-7.549814,-14.480089,-12.869199,-3.279596,1.4247361,4.4400167,5.4788957,6.7040367,0.15201053,mb,AS_1
0.1529375,0.04970731,0.012453451,340.9895992616606,762.6497333903882,0.00015586225,0.0062255859375,-490.7809,200.09839,67.80292,9.345327,3.378864,4.3226075,-2.8850915,-5.9804974,0.39337227,1.9924754,2.6221116,5.1159077,8.198249,0.15461071,sb,AS_1
0.4339375,0.08104919,0.032836784,252.9094268586796,656.884017111615,0.00029154308,0.004106001420454545,-489.71027,177.35135,65.70734,13.705475,11.09238,11.632173,1.069054,-3.8102195,1.5054749,7.6087217,9.070584,6.8485875,5.0931334,0.1339665,mb,AS_1
0.4365,0.057405695,0.021215724,354.54274701893803,688.8991618759102,0.0003861095,0.007546164772727273,-481.77274,219.05551,60.358707,2.21745,10.667764,8.37707,-8.542506,-9.835169,1.7485856,5.618245,5.699163,4.1776557,3.6122568,0.16340266,mb,AS_1
0.1278125,0.15023056,0.043568525,285.58053469249893,794.0494428633439,0.00028617648,0.002704326923076923,-449.65378,143.73187,63.134884,23.274137,8.7420435,11.022257,10.418403,5.392484,2.5196745,4.487243,7.216021,6.8886647,3.7199347,0.10029868,sb,AS_1
0.456875,0.036821067,0.015665285,331.9251570142544,778.7494934221743,0.0005841614,0.006984544836956522,-526.84503,196.17767,59.92023,6.480502,12.378105,8.08433,-3.1810064,-4.8777137,5.036794,8.814979,7.794364,2.8102067,2.8726554,0.16560361,mb,AS_1
0.6008125,0.065516636,0.028218625,272.581478057552,635.762203530353,0.00015742001,0.005443135245901639,-493.06845,195.13243,65.47326,1.9169245,2.4111724,6.1983876,-3.6099856,-7.5261865,-0.606168,6.373544,8.756652,8.729591,6.2417483,0.1591251,mb,AS_1
0.338625,0.09055227,0.028912844,345.6026850747454,619.2810326069061,0.0002461227,0.011747472426470588,-444.6601,227.307,48.550293,-9.747884,2.32178,3.7363617,-4.1423087,-1.5589228,4.087788,3.798647,2.824654,4.804994,5.1296406,0.22362275,mb,AS_1
0.2949375,0.09227006,0.025266206,288.2573675398733,603.4298553749412,0.00050231843,0.004850260416666667,-464.55182,217.29155,62.082256,-1.2748415,-0.15183146,0.834883,-5.637255,-4.7520695,4.2378488,13.11677,12.935995,5.9352584,2.2269034,0.20603196,mb,AS_1
0.447875,0.18039608,0.041133743,209.1562112263919,506.577530667422,0.00016676325,0.0029730902777777776,-439.9961,190.44325,76.053795,10.852653,2.6667445,7.254531,-0.50093323,-5.9234924,0.5444002,8.34523,8.9792795,6.0026636,3.7685814,0.15969597,mb,AS_1
0.5134375,0.07550932,0.03640319,304.92589553483134,593.6958773137638,0.00064141955,0.011643629807692308,-456.69934,204.83066,70.0909,7.0232086,5.134891,4.076647,-6.971257,-8.365968,-0.98884964,5.3415685,8.725837,8.361733,4.510451,0.21398598,mb,AS_1
0.1475,0.1509781,0.053991757,363.47069893618715,792.2894441720108,0.0011721216,0.0029296875,-423.8178,175.14552,58.007412,26.636549,25.853601,9.620397,-8.265226,-7.3146257,1.9992299,7.3364635,6.9054966,6.4728413,7.694085,0.09937573,sb,AS_1
0.158375,0.11509882,0.06405241,509.8793237417164,918.156880503119,0.00074523117,0.013671875,-361.3027,183.20885,37.276817,18.081497,12.694057,7.382615,-7.983746,-14.866798,-3.583685,6.3871727,2.0026238,2.3318758,8.36326,0.15212558,sb,AS_1
0.125625,0.09352922,0.023707632,401.6239840219823,717.047063512795,0.00036869198,0.01006610576923077,-414.10754,225.27428,58.247963,0.48103172,-1.59858,-0.014773039,-4.4167323,-5.4326434,-4.0649433,1.01297,13.544145,16.64861,5.794484,0.14145054,sb,AS_1
0.71375,0.092720665,0.034934483,266.8506921883893,512.2393433011862,3.4776873e-05,0.010036892361111112,-460.43762,209.78473,75.107,8.555267,5.583337,3.9319339,-10.454727,-14.486091,-4.691236,5.4549255,9.786754,10.002945,7.1226044,0.21360387,mb,AS_1
0.1146875,0.054129202,0.025548717,868.9653983583306,1606.1982982221289,0.0059097633,0.007893880208333334,-382.08154,116.69225,31.886137,22.78179,12.01762,8.036638,5.2640433,6.200106,7.894134,8.6064825,8.083701,7.3523746,6.782371,0.16255812,sb,AS_1
0.5570625,0.1226669,0.05027696,172.48817121788687,553.8763624061565,0.00018326337,0.002406529017857143,-483.9529,160.19388,56.24578,16.01131,24.461569,19.352753,0.90276843,-0.15004209,8.937476,8.995691,6.2607245,8.61775,7.3693957,0.11331322,mb,AS_1
0.7183125,0.13439438,0.072429545,202.03661692801538,586.5669345614965,0.00018530583,0.0034044053819444445,-469.70074,157.19043,53.661514,20.052406,29.447319,20.17024,0.25807548,-1.4024014,6.804178,7.479371,4.765426,5.9199305,5.392749,0.14280383,mb,AS_1
0.1584375,0.1412616,0.07942395,365.09131528559766,829.8111455194144,0.00028314564,0.0054931640625,-411.87286,161.71732,60.0836,36.52102,20.675753,18.412094,7.046412,-7.6380935,-6.6272383,0.24348569,-5.9530306,-7.185387,5.526961,0.18040939,sb,AS_1
0.284,0.1164591,0.070446074,391.42641459833794,726.0406769973105,0.0003459631,0.013234105603448275,-441.11893,177.25082,66.10449,29.999557,23.984425,11.847574,-12.805407,-19.944426,-9.527173,-9.698478,-12.2193985,-1.4331592,2.9802172,0.19689794,mb,AS_1
