duration,rms_mean,rms_std,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,zcr_mean,mfcc_0_mean,mfcc_1_mean,mfcc_2_mean,mfcc_3_mean,mfcc_4_mean,mfcc_5_mean,mfcc_6_mean,mfcc_7_mean,mfcc_8_mean,mfcc_9_mean,mfcc_10_mean,mfcc_11_mean,mfcc_12_mean,chroma_std_mean,label,source
0.319375,0.0061156307,0.0026158828,356.0579376905688,1073.9794879682622,0.00028673228,0.004364013671875,-743.50525,109.60745,73.028946,51.870064,26.80017,15.06348,6.375446,8.086144,6.075588,9.707531,4.8710337,5.2944613,2.1002429,0.15810962,mb,23M74M
0.147625,0.004072679,0.0012159115,499.3663235100286,1220.6886403104688,0.0015830992,0.006119791666666667,-709.8832,122.711876,54.179546,33.43316,23.246922,20.180561,8.077854,6.9181523,6.273099,12.586974,8.239089,5.6371913,4.046533,0.1432315,mb,23M74M
0.0644375,0.005056396,0.0015525098,626.9684065611833,1298.4068753472093,0.0019043767,0.007393973214285714,-652.1737,134.72739,64.03766,39.357655,17.139444,4.917788,-4.300278,-1.6646031,-1.03464,5.6550293,6.37432,3.731094,0.43118164,0.16531943,sb,23M74M
0.064,0.01708464,0.0020092183,627.8200760218,1421.8739311700422,0.0016338208,0.0005580357142857143,-555.8839,105.417564,29.477764,26.863745,18.076674,15.122475,11.610243,10.285705,8.8972225,8.376863,7.210509,6.7353487,5.8345156,0.03719135,sb,23M74M
0.06975,0.011278847,0.002793235,575.9841200334139,1359.933588815448,0.0010117692,0.0008370535714285714,-595.40594,112.06474,46.6448,34.969906,21.903101,16.150366,9.25567,6.39706,4.5921164,6.8882346,4.837617,5.1675315,4.938721,0.09836661,sb,23M74M
0.1341875,0.009413944,0.0032823535,423.0493168534344,1091.208164600125,0.0005578255,0.005789620535714286,-666.70593,137.25276,60.415955,21.718493,4.0653195,-0.9327754,-2.7314343,5.129687,14.7186985,21.960308,18.201588,12.974381,6.1727133,0.073629946,sb,23M74M
0.1180625,0.0052079493,0.001417846,436.46859424822924,1037.8366395880823,0.00053225824,0.010091145833333334,-672.4474,158.2631,61.096695,30.729866,21.169075,10.244105,-5.091679,0.2097408,10.22262,19.239893,9.919715,4.5347495,3.4287293,0.13458596,sb,23M74M
0.064,0.002699258,0.00069707417,827.0845645739157,1561.281511044611,0.0046304152,0.011579241071428572,-634.3877,123.45686,39.780792,21.647516,11.775986,8.285215,2.6394913,3.1119227,5.414225,8.188113,4.1253543,1.1882364,0.21302278,0.10627791,sb,23M74M
0.075125,0.005301877,0.0008362657,453.57820322657045,1164.9381017302303,0.0005029801,0.0045166015625,-689.2068,129.0379,55.44217,24.176514,3.5169857,0.3139336,-3.1660187,11.222851,18.80421,26.383373,18.265514,14.868684,9.806492,0.06035246,sb,23M74M
0.268375,0.010220077,0.005608363,301.68260727564797,956.2026404867382,0.00021642452,0.003002025462962963,-699.4965,132.4346,69.25784,32.79797,15.156481,8.624147,2.3442783,7.773752,14.395758,16.4559,10.3504095,4.175503,1.8144523,0.10111617,mb,23M74M
0.064,0.014798517,0.0031342516,394.54519925287434,1132.205984299327,0.00043415118,0.0013950892857142857,-623.5283,112.83196,42.016045,34.6067,23.22627,18.146759,14.510533,14.248999,10.910139,12.208071,9.787058,8.591879,6.5978827,0.049182232,sb,23M74M
0.064,0.0035205544,0.000575904,790.3378160177524,1512.5114548225515,0.0054229624,0.005859375,-636.7122,116.39475,45.68365,35.11905,19.460537,13.754396,10.860399,11.889041,10.20992,10.636676,7.551435,7.140662,3.801706,0.16164728,sb,23M74M
0.064,0.0043447157,0.00077449257,511.15030424114735,1276.4333005991866,0.00070766854,0.002650669642857143,-683.5529,123.26085,43.673584,16.897043,4.077415,9.609752,7.9667654,15.91258,22.097956,16.86586,7.786874,9.1210165,1.3169867,0.04003464,sb,23M74M
1.038625,0.016226012,0.007263772,508.6520647046703,656.8707418865057,0.0002632721,0.01952185997596154,-549.1612,236.42667,13.756474,-13.91941,10.840377,1.9189453,-17.162611,3.520407,14.491828,16.050581,10.374732,2.6880782,-1.149357,0.24031644,mb,23M74M
0.096625,0.0036005438,0.0010209422,793.3391279787219,1129.364698774301,0.0010983897,0.0171875,-602.8241,168.28975,-17.211355,18.292362,22.16618,-17.707348,-5.0808387,20.991104,8.61301,6.2916627,9.367728,8.454067,-3.5954468,0.17989351,sb,23M74M
